"Portronics Pure Sound Portable Speaker","http://www.amazon.in/Portronics-Pure-Sound-Portable-Speaker/dp/B00DJ5ZWRY&tag=dealobar-21","http://ecx.images-amazon.com/images/I/71Urj9Bps5L._SY355_.jpg","http://ecx.images-amazon.com/images/I/71Urj9Bps5L._SX522_.jpg","amazon.in","on","1","699.00","null","26.0"," FREE Delivery","electronics","Electronics 
 Hi-Fi & Home Audio 
 Speakers 
 Outdoor Speakers","Product Description If you want to make every leisure moment more musical"," then this Potronics portable speaker is the perfect solution. Bring home this speaker to experience the music of unimaginable quality that will be provided by this speaker. Transform your house with this portable music system made especially for all the music lovers. Features This portable speaker weighs 340gms and has a dimension of 25x11x5.6cm. It has a unique and sleek design and is black in colour. Other features include: Crystal clear sound provided by Japanese drivers 2W speakers with built-in media player and Fm Impedance of 4ohms and a frequency response of  87.5MHz to 108MHz Memory card slot supporting upto 32GB 1080mAH Li-ion battery providing 8-hours battery life Volume up/down key with play/pause and previous/next option Can play with mobiles"," USB"," Micro SD card"," laptops The crisp sound and vibrant audio produced by it will enlighten your musical senses. Tracks from all phones with USB support"," laptops"," tablets"," and all USB media and MP3 players enabled devices can be played via this Potronics speaker. Maintenance It is advised not to bring any magnet near the speaker as it might affect the electro-magnetism of the speaker. Electronic devices last longer if they are properly maintained and handled with extra care. Clean the protective net of the speakers regularly. Clean this product with a dry cloth without using any chemical. Shop online for this stylish piece of music system that will steal your senses in terms of its exquisite design and sound. Have a valuable online shopping experience. From the Manufacturer Portability and Quality in a Single Package If you are a music buff and are looking out for a portable music speaker that can provide superior quality sound output"," look no further! The Portronics Por 102 is the right gadget that offers outstanding sound quality and extreme portability together. This speaker is so small and portable that carrying it is a breeze and it fits easily in your pockets or shoulder sling bags. Built-in Japanese drivers in the speakers give you clear and excellent sound with an impressive output. These speakers are a perfect package for any music lover and a low price tag adds to the appeal. Versatility and Stylish Design The Portronics Pure Sound Portable Speaker POR 102 scores high on versatility and compatibility. This speaker has a stylish and elegant design and looks impressive when kept in your room or desk. Designed to be extremely versatile"," this portable sound system plays music from external sources and also has an integrated FM radio as added functionality. The compatibility of this portable sound system is exceptional and it can be connected to any mobile"," tablets"," laptop/PCs and MP3 players via an aux cord. These Portronics speakers also feature USB connectivity and memory slots that can accommodate micro SD cards. Type: Multimedia speakers Channel Configuration: Two channels Total Power Output: 2 W Frequency Response: 87.5MHz to 108MHz Impedance: 4 Ohms Additional Features: Memory Card Support up to 32 GB"," Built in Media Player Battery: 1080 mAh Lithium-ion battery with 8 hours battery life","Can be carried anywhere"," anytime
Japanese drivers provide crystal clear sound quality
Built-in Media player and FM with 2 watts speakers
1080 mAh battery with 8 hours of rechargeable battery life
Can be used with mobiles"," USBs"," micro SD card"," laptops"," mp3 players"," etc"
"UBON MULTIMEDIA SPEAKERS FOR PC/LAPTOP/MOBILE(Color may Vary)","http://www.amazon.in/UBON-MULTIMEDIA-SPEAKERS-LAPTOP-MOBILE/dp/B00RQLUTIE&tag=dealobar-21","http://ecx.images-amazon.com/images/I/6146qcVX3bL._SX355_.jpg","http://ecx.images-amazon.com/images/I/6146qcVX3bL._SX522_.jpg","amazon.in","no","null","299.00","0.0","null","electronics","Electronics 
 Hi-Fi & Home Audio 
 Speakers 
 Outdoor Speakers","The remarkable result of technologies that produce balanced stereo sound over a wide area. Experience consistent coverage thats unmatched by most conventional speakers that radiate sound into the room in a single direction. This technology allows you to enjoy room filling music from speakers designed for higher durability"," greater efficiency and superior power handling.","Great and Loud Sound
Mellow And Clear Timbre
Built In Active Amplifier
Small Sized Design Easy To Take
Flexible Sound With Distinct Tone Levels"
"Portronics Glitz -Ultra-portable wireless Bluetooth speaker POR148","http://www.amazon.in/Portronics-Ultra-portable-wireless-Bluetooth-speaker/dp/B00O107580&tag=dealobar-21","http://ecx.images-amazon.com/images/I/813A8xR6l2L._SY355_.jpg","null","amazon.in","no","null","3","297.00","0.0"," FREE Delivery","electronics","Electronics 
 Hi-Fi & Home Audio 
 Speakers 
